ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
89E7AA6C29227EFF,classic_bike,2021-02-12 16:14,2021-02-12 16:21,Glenwood Ave & Touhy Ave,525,Sheridan Rd & Columbia Ave,660,42.012701,-87.666058,42.004583,-87.661406,member
0FEFDE2603568365,classic_bike,2021-02-14 17:52,2021-02-14 18:12,Glenwood Ave & Touhy Ave,525,Bosworth Ave & Howard St,16806,42.012701,-87.666058,42.019537,-87.669563,casual
E6159D746B2DBB91,electric_bike,2021-02-09 19:10,2021-02-09 19:19,Clark St & Lake St,KA1503000012,State St & Randolph St,TA1305000029,41.88579467,-87.63110067,41.884866,-87.62749767,member
B32D3199F1C2E75B,classic_bike,2021-02-02 17:49,2021-02-02 17:54,Wood St & Chicago Ave,637,Honore St & Division St,TA1305000034,41.895634,-87.672069,41.903119,-87.673935,member
83E463F23575F4BF,electric_bike,2021-02-23 15:07,2021-02-23 15:22,State St & 33rd St,13216,Emerald Ave & 31st St,TA1309000055,41.8347335,-87.6258275,41.83816333,-87.6451235,member
BDAA7E3494E8D545,electric_bike,2021-02-24 15:43,2021-02-24 15:49,Fairbanks St & Superior St,18003,LaSalle Dr & Huron St,KP1705001026,41.89580767,-87.62025317,41.89488583,-87.63197917,casual
A772742351171257,classic_bike,2021-02-01 17:47,2021-02-01 17:48,LaSalle Dr & Huron St,KP1705001026,LaSalle Dr & Huron St,KP1705001026,41.894877,-87.632326,41.894877,-87.632326,casual
295476889D9B79F8,classic_bike,2021-02-11 18:33,2021-02-11 18:35,Fairbanks St & Superior St,18003,Fairbanks St & Superior St,18003,41.895748,-87.620104,41.895748,-87.620104,member
362087194BA4CC9A,classic_bike,2021-02-27 15:13,2021-02-27 15:36,LaSalle Dr & Huron St,KP1705001026,LaSalle Dr & Huron St,KP1705001026,41.894877,-87.632326,41.894877,-87.632326,member
21630F715038CCB0,classic_bike,2021-02-20 8:59,2021-02-20 9:17,LaSalle Dr & Huron St,KP1705001026,LaSalle Dr & Huron St,KP1705001026,41.894877,-87.632326,41.894877,-87.632326,member
A977EB7FE7F5CD3A,classic_bike,2021-02-20 8:58,2021-02-20 8:58,LaSalle Dr & Huron St,KP1705001026,LaSalle Dr & Huron St,KP1705001026,41.894877,-87.632326,41.894877,-87.632326,member
8B868B03D6753C2A,classic_bike,2021-02-20 16:45,2021-02-20 16:59,LaSalle Dr & Huron St,KP1705001026,LaSalle Dr & Huron St,KP1705001026,41.894877,-87.632326,41.894877,-87.632326,member
BD331D658B9D2C31,classic_bike,2021-02-18 13:21,2021-02-18 13:25,Glenwood Ave & Touhy Ave,525,Greenview Ave & Jarvis Ave,520,42.012701,-87.666058,42.015962,-87.66857,member
8DFEA9BAFE6BAA62,classic_bike,2021-02-26 17:40,2021-02-26 17:42,Lincoln Ave & Waveland Ave,13253,Lincoln Ave & Addison St,TA1309000050,41.948797,-87.675278,41.946176,-87.673308,member
27BE9F6E67AFD86C,classic_bike,2021-02-06 14:40,2021-02-06 14:55,Glenwood Ave & Touhy Ave,525,Broadway & Ridge Ave,15578,42.012701,-87.666058,41.98404461,-87.66027383,member
9B790D47A0A0F7F1,classic_bike,2021-02-19 23:25,2021-02-20 0:10,Rush St & Hubbard St,KA1503000044,Drake Ave & Addison St,KA1504000142,41.890173,-87.626185,41.947326,-87.717582,member
3C2DF72600B1DE6C,classic_bike,2021-02-18 23:20,2021-02-19 0:01,Rush St & Hubbard St,KA1503000044,Drake Ave & Addison St,KA1504000142,41.890173,-87.626185,41.947326,-87.717582,member
48A8D07ED9C7065C,classic_bike,2021-02-20 23:35,2021-02-21 0:17,Rush St & Hubbard St,KA1503000044,Drake Ave & Addison St,KA1504000142,41.890173,-87.626185,41.947326,-87.717582,member
BBFF2AAA0A3A1A26,electric_bike,2021-02-02 15:48,2021-02-02 16:03,Winchester Ave & Elston Ave,KA1504000140,California Ave & Cortez St,17660,41.92403733,-87.67641483,41.90028117,-87.6966105,member
030723CBA8CF05E7,classic_bike,2021-02-23 7:44,2021-02-23 7:48,Clinton St & Madison St,TA1305000032,Clinton St & Polk St,15542,41.882242,-87.641066,41.87146652,-87.64094913,member
7DF4C2D21E1DDD46,classic_bike,2021-02-09 14:00,2021-02-09 14:30,Glenwood Ave & Touhy Ave,525,University Library (NU),605,42.012701,-87.666058,42.052939,-87.673447,member
2C4AF52044E874FC,electric_bike,2021-02-26 18:16,2021-02-26 18:27,Wells St & Huron St,TA1306000012,State St & Harrison St,SL-007,41.89475367,-87.634402,41.87403533,-87.62783883,casual
6E944BAF2AB37023,classic_bike,2021-02-24 17:09,2021-02-24 17:38,Glenwood Ave & Touhy Ave,525,Wolcott (Ravenswood) Ave & Montrose Ave,TA1307000144,42.012701,-87.666058,41.961406,-87.676169,member
3CDFBD181A0EDB00,classic_bike,2021-02-23 11:28,2021-02-23 11:32,Rush St & Hubbard St,KA1503000044,Wells St & Hubbard St,TA1307000151,41.890173,-87.626185,41.889906,-87.634266,member
96F92F578CD76F59,classic_bike,2021-02-27 13:32,2021-02-27 13:32,Wood St & Chicago Ave,637,Wood St & Chicago Ave,637,41.895634,-87.672069,41.895634,-87.672069,member
42B25557198348CC,classic_bike,2021-02-23 16:05,2021-02-23 16:20,Damen Ave & Cortland St,13133,Damen Ave & Cortland St,13133,41.915983,-87.677335,41.915983,-87.677335,casual
AD6C500EEAD6B929,classic_bike,2021-02-27 16:14,2021-02-27 16:59,Indiana Ave & Roosevelt Rd,SL-005,Indiana Ave & Roosevelt Rd,SL-005,41.867888,-87.623041,41.867888,-87.623041,member
3158E663B4F160EB,classic_bike,2021-02-27 15:38,2021-02-27 15:38,Southport Ave & Waveland Ave,13235,Southport Ave & Waveland Ave,13235,41.94815,-87.66394,41.94815,-87.66394,casual
78849DFCC4D4B7A0,classic_bike,2021-02-28 13:31,2021-02-28 14:47,Southport Ave & Waveland Ave,13235,Southport Ave & Waveland Ave,13235,41.94815,-87.66394,41.94815,-87.66394,casual
1F3946A6B0E9AC91,classic_bike,2021-02-01 15:08,2021-02-01 15:08,MLK Jr Dr & 29th St,TA1307000139,MLK Jr Dr & 29th St,TA1307000139,41.842052,-87.617,41.842052,-87.617,member
F6ABBD3E1BDA78A6,classic_bike,2021-02-11 11:46,2021-02-11 11:46,MLK Jr Dr & 29th St,TA1307000139,MLK Jr Dr & 29th St,TA1307000139,41.842052,-87.617,41.842052,-87.617,member
D5171DFF5A12AD19,classic_bike,2021-02-02 17:27,2021-02-02 17:28,MLK Jr Dr & 29th St,TA1307000139,MLK Jr Dr & 29th St,TA1307000139,41.842052,-87.617,41.842052,-87.617,member
BFFC6C2C4695FF77,classic_bike,2021-02-13 11:33,2021-02-13 11:44,Clark St & Lake St,KA1503000012,Clark St & Chicago Ave,13303,41.88602083,-87.63087606,41.89675,-87.63089,member
C92659AC52A6ED41,classic_bike,2021-02-23 8:40,2021-02-23 8:43,Glenwood Ave & Touhy Ave,525,Glenwood Ave & Morse Ave,KA1504000175,42.012701,-87.666058,42.00797192,-87.66550239,member
1912C41A49F978E3,classic_bike,2021-02-10 12:43,2021-02-10 13:18,Clark St & Ida B Wells Dr,TA1305000009,Halsted St & Roscoe St,TA1309000025,41.87593267,-87.63058454,41.94367,-87.64895,member
BDC123B6A30860A1,classic_bike,2021-02-27 12:47,2021-02-27 13:09,Wells St & Huron St,TA1306000012,Clark St & Newport St,632,41.894722,-87.634362,41.94454,-87.654678,member
E02AEC4FFF8DF297,classic_bike,2021-02-13 17:12,2021-02-13 17:38,Glenwood Ave & Touhy Ave,525,Eastlake Ter & Rogers Ave,523,42.012701,-87.666058,42.02088728,-87.66505793,member
E5C4460CD39EAD34,electric_bike,2021-02-24 11:05,2021-02-24 11:21,Stockton Dr & Wrightwood Ave,13276,Larrabee St & Kingsbury St,TA1306000009,41.9313455,-87.63869133,41.8977365,-87.6428795,member
0CD1F34E95496D3B,classic_bike,2021-02-26 17:25,2021-02-26 17:40,Sheridan Rd & Montrose Ave,TA1307000107,Lincoln Ave & Belle Plaine Ave,TA1309000026,41.96167,-87.65464,41.95600355,-87.68016145,member
BC260AB096E30CB7,docked_bike,2021-02-23 18:21,2021-02-23 18:42,Stockton Dr & Wrightwood Ave,13276,Stockton Dr & Wrightwood Ave,13276,41.93132,-87.638742,41.93132,-87.638742,casual
F0C6DBAE926D2E27,classic_bike,2021-02-04 16:23,2021-02-04 16:29,Larrabee St & Webster Ave,13193,Clark St & Drummond Pl,TA1307000142,41.921822,-87.64414,41.931248,-87.644336,member
E3D38203A2D907DB,classic_bike,2021-02-08 16:54,2021-02-08 17:00,Wacker Dr & Washington St,KA1503000072,Morgan St & Lake St,TA1306000015,41.883132,-87.637321,41.88548331,-87.65230486,member
5C25026CC6C966D6,classic_bike,2021-02-02 17:28,2021-02-02 17:35,Wacker Dr & Washington St,KA1503000072,Morgan St & Lake St,TA1306000015,41.883132,-87.637321,41.88548331,-87.65230486,member
8EAB72F3A0BD2139,classic_bike,2021-02-05 13:44,2021-02-05 13:50,Wacker Dr & Washington St,KA1503000072,Morgan St & Lake St,TA1306000015,41.883132,-87.637321,41.88548331,-87.65230486,member
8560483D60948267,classic_bike,2021-02-28 12:12,2021-02-28 12:26,Halsted St & Willow St,TA1307000166,Wells St & Huron St,TA1306000012,41.913865,-87.648755,41.894722,-87.634362,member
EFE823EAA736823F,classic_bike,2021-02-24 15:50,2021-02-24 16:00,Wood St & Taylor St (Temp),13285,Ada St & Washington Blvd,13353,41.86926522,-87.67373085,41.88283,-87.661206,member
DE5CBAC199FDC636,electric_bike,2021-02-24 19:39,2021-02-24 19:47,Sheffield Ave & Fullerton Ave,TA1306000016,Southport Ave & Roscoe St,13071,41.92552517,-87.65368583,41.94354067,-87.6640005,member
6E345271C931DB4E,classic_bike,2021-02-12 20:12,2021-02-12 20:18,Clark St & Chicago Ave,13303,McClurg Ct & Erie St,KA1503000041,41.89675,-87.63089,41.894503,-87.617854,member
C677AC23AA4E1BAA,classic_bike,2021-02-24 7:57,2021-02-24 8:03,Clark St & Lake St,KA1503000012,Michigan Ave & Lake St,TA1305000011,41.88602083,-87.63087606,41.886024,-87.624117,member
C3DFA10982F8D4B5,classic_bike,2021-02-27 16:03,2021-02-27 17:02,Clark St & Lake St,KA1503000012,Franklin St & Lake St,TA1307000111,41.88602083,-87.63087606,41.885837,-87.6355,casual
B85742F1D28F6179,electric_bike,2021-02-02 6:13,2021-02-02 6:22,Clinton St & Madison St,TA1305000032,Field Blvd & South Water St,15534,41.88240833,-87.6410225,41.886354,-87.61756767,member
89D1C7D9A2BC2BBA,electric_bike,2021-02-26 6:12,2021-02-26 6:20,Clinton St & Madison St,TA1305000032,Field Blvd & South Water St,15534,41.88204117,-87.64124067,41.88629283,-87.6175765,member
F75CCD879A9219BC,classic_bike,2021-02-27 17:44,2021-02-27 18:11,Clinton St & Madison St,TA1305000032,Clark St & Elm St,TA1307000039,41.882242,-87.641066,41.902973,-87.63128,member
1074229378EF6D33,classic_bike,2021-02-24 10:36,2021-02-24 11:10,Broadway & Thorndale Ave,15575,Broadway & Thorndale Ave,15575,41.98974251,-87.66014062,41.98974251,-87.66014062,member
710CF541AD1AABA3,electric_bike,2021-02-03 18:36,2021-02-03 18:45,Michigan Ave & 8th St,623,Columbus Dr & Randolph St,13263,41.87228767,-87.6239145,41.88439933,-87.6200615,member
530CA5B59EA471B0,classic_bike,2021-02-27 16:41,2021-02-27 17:16,Lincoln Ave & Addison St,TA1309000050,Aberdeen St & Monroe St,13156,41.946176,-87.673308,41.880419,-87.655519,member
